_init,"[('0x8066ea4', '0x80670ae', 'OPENSSL_cpuid_setup', 'local_function', 'function'), ('0x804c050', '0x804c054', '__x86.get_pc_thunk.bx', 'local_function', 'function'), ('0x804a820', '0x804a848', '_init', 'local_function', 'function'), ('0x804b530', '0x804b536', '__gmon_start__', 'local_function', 'function')]"
optparse,"[('0x804d140', '0x804d162', 'my_getopt_long', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804b470', '0x804b476', 'strdup', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804b060', '0x804b066', 'atoi', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804e780', '0x804e7cd', 'optget_i', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804a870', '0x804a876', 'cli_regcomp', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804b3d0', '0x804b3d6', 'strpbrk', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804af30', '0x804af36', 'cli_regfree', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804b540', '0x804b546', 'strcasecmp', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804af40', '0x804af46', 'strtoul', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804acd0', '0x804acd6', 'cli_regexec', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804aae0', '0x804aae6', 'strchr', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804ac40', '0x804ac46', 'strrchr', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804aba0', '0x804aba6', 'fgets', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('0x804d880', '0x804e640', 'optparse', 'local_function', 'function'), ('UNKNOWN', -1)]"
sub_804d8c4,[]
sub_804dba3,[]
sub_804dc1b,[]
sub_804e65e,[]
optadd,"[('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function'), ('0x804e660', '0x804e77a', 'optadd', 'local_function', 'function')]"
sub_804e77a,[]
optget_i,"[('UNKNOWN', -1), ('0x804e780', '0x804e7cd', 'optget_i', 'local_function', 'function'), ('0x804e780', '0x804e7cd', 'optget_i', 'local_function', 'function'), ('0x804e780', '0x804e7cd', 'optget_i', 'local_function', 'function'), ('0x804e780', '0x804e7cd', 'optget_i', 'local_function', 'function')]"
sub_804e78f,[]
sub_804e7ce,[]
optaddarg,"[('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function'), ('0x804e7d0', '0x804e968', 'optaddarg', 'local_function', 'function')]"
sub_804e968,[]
optadditem,"[('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('UNKNOWN', -1), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('0x804e970', '0x804ee0f', 'optadditem', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
sub_804e99c,[]
sub_804e9e7,[]
sub_804eae6,[]
sub_804ee26,[]
get_version,[]
sub_804ee36,[]
freshdbdir,"[('0x804af90', '0x804af96', 'cl_cvdhead', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804a8c0', '0x804a8c6', 'sprintf', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('UNKNOWN', -1), ('0x804b1e0', '0x804b1e6', 'cl_retdbdir', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ae00', '0x804ae06', 'cl_cvdfree', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804adc0', '0x804adc6', 'access', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function'), ('0x804ee40', '0x804f04b', 'freshdbdir', 'local_function', 'function')]"
sub_804f04b,[]
print_version,"[('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ee30', '0x804ee36', 'get_version', 'local_function', 'function'), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function'), ('0x804b040', '0x804b046', 'ctime', 'local_function', 'function'), ('0x804f050', '0x804f1a5', 'print_version', 'local_function', 'function')]"
sub_804f1a5,[]
check_flevel,"[('UNKNOWN', -1), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804b260', '0x804b266', 'cl_retflevel', 'local_function', 'function'), ('0x804f1b0', '0x804f1ea', 'check_flevel', 'local_function', 'function')]"
sub_804f1ea,[]
filelist,"[('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('UNKNOWN', -1), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f1f0', '0x804f310', 'filelist', 'local_function', 'function')]"
filecopy,"[('0x804b160', '0x804b166', 'cli_filecopy', 'local_function', 'function')]"
sub_804f315,[]
daemonize,"[('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('0x804aa10', '0x804aa16', 'open64', 'local_function', 'function'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('0x804ae50', '0x804ae56', 'dup2', 'local_function', 'function'), ('0x8312228', '0x83168dc', '.bss', 'bss', 'unknown'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ac10', '0x804ac16', 'setsid', 'local_function', 'function'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('0x804b0d0', '0x804b0d6', 'close', 'local_function', 'function'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('0x804b4d0', '0x804b4d6', 'exit', 'local_function', 'function'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('0x804f320', '0x804f487', 'daemonize', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804b2d0', '0x804b2d6', 'fork', 'local_function', 'function')]"
sub_804f487,[]
match_regex,"[('0x804b450', '0x804b456', 'snprintf', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f490', '0x804f542', 'match_regex', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ab40', '0x804ab46', 'strncpy', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f490', '0x804f542', 'match_regex', 'local_function', 'function'), ('0x804f490', '0x804f542', 'match_regex', 'local_function', 'function')]"
sub_804f542,[]
cli_is_abspath,[]
sub_804f55d,[]
countlines,"[('UNKNOWN', -1), ('0x804f560', '0x804f5e8', 'countlines', 'local_function', 'function'), ('0x804f560', '0x804f5e8', 'countlines', 'local_function', 'function'), ('0x804f560', '0x804f5e8', 'countlines', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
sub_804f5a1,[]
sub_804f5f7,[]
cdiff_apply,"[('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804aed0', '0x804aed6', 'dup', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('0x82472c0', '0x82472e3', 'fstat64', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804abe0', '0x804abe6', 'memset', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x8059e07', '0x8059e50', 'EVP_MD_CTX_free', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804b4c0', '0x804b4c6', 'lseek64', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804aca0', '0x804aca6', 'read', 'local_function', 'function'), ('0x804b3a0', '0x804b3a6', 'cli_versig2', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804ae90', '0x804ae96', 'gzdopen', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x8059e8d', '0x805a5aa', 'EVP_DigestInit_ex', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804aa70', '0x804aa76', 'realloc', 'local_function', 'function'), ('0x805a7cd', '0x805a956', 'EVP_DigestFinal_ex', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804fe70', '0x804ff13', 'cdiff_ctx_free', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x805e8a1', '0x805e8b7', 'EVP_sha256', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804b340', '0x804b346', 'sscanf', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ad20', '0x804ad26', 'fdopen', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804b320', '0x804b326', 'gzgets', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x804f600', '0x804fe69', 'cdiff_apply', 'local_function', 'function'), ('0x8059dd1', '0x8059e07', 'EVP_MD_CTX_new', 'local_function', 'function'), ('0x805a5aa', '0x805a78b', 'EVP_DigestUpdate', 'local_function', 'function'), ('0x804aad0', '0x804aad6', 'gzclose', 'local_function', 'function')]"
sub_804f7ca,[]
sub_804fe6f,[]
cdiff_ctx_free,"[('0x804fe70', '0x804ff13', 'cdiff_ctx_free', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804fe70', '0x804ff13', 'cdiff_ctx_free', 'local_function', 'function')]"
sub_804fe8c,[]
sub_804febc,[]
sub_804fee5,[]
sub_804ff26,[]
cdiff_execute,"[('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('UNKNOWN', -1), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('0x804ff30', '0x8050018', 'cdiff_execute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
sub_8050018,[]
cdiff_token,"[('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('0x8050020', '0x80500da', 'cdiff_token', 'local_function', 'function'), ('UNKNOWN', -1)]"
sub_8050098,[]
sub_80500e2,[]
cdiff_cmd_open,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('0x804b370', '0x804b376', 'memchr', 'local_function', 'function'), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('0x80500f0', '0x80501b7', 'cdiff_cmd_open', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x804ae60', '0x804ae66', '__ctype_b_loc', 'local_function', 'function')]"
sub_80501b7,[]
cdiff_cmd_add,"[('0x80501c0', '0x805024a', 'cdiff_cmd_add', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x80501c0', '0x805024a', 'cdiff_cmd_add', 'local_function', 'function'), ('0x80501c0', '0x805024a', 'cdiff_cmd_add', 'local_function', 'function'), ('0x80501c0', '0x805024a', 'cdiff_cmd_add', 'local_function', 'function'), ('UNKNOWN', -1), ('0x80501c0', '0x805024a', 'cdiff_cmd_add', 'local_function', 'function'), ('UNKNOWN', -1)]"
